camera_number,date,year,month,day,species,time
A10,45988,2025,11,27,家犬,18:38:00
A10,45989,2025,11,28,赤狐,01:37:00
A11,45971,2025,11,10,赤狐,03:57:00
A11,45973,2025,11,12,喜鹊,08:11:00
A11,45974,2025,11,13,家猫,21:56:00
A11,45975,2025,11,14,乌鸦,09:03:00
A11,45979,2025,11,18,赤狐,21:35:00
A11,45981,2025,11,20,赤狐,04:25:00
A11,45983,2025,11,22,狍子,02:21:00
A11,45989,2025,11,28,狍子,01:10:00
A11,45990,2025,11,29,家牛,14:01:00
A12,45970,2025,11,9,狍子,13:43:00
A12,45977,2025,11,16,家犬,15:04:00
A12,45984,2025,11,23,家牛,12:34:00
A12,45984,2025,11,23,狍子,07:21:00
A12,45987,2025,11,26,家牛,12:53:00
A12,45987,2025,11,26,家牛,14:13:00
A12,45990,2025,11,29,家牛,10:18:00
A12,45990,2025,11,29,家牛,14:26:00
A13,45984,2025,11,23,家牛,13:26:00
A13,45990,2025,11,29,家牛,14:11:00
A18,45962,2025,11,1,岩松鼠,10:41:00
A18,45963,2025,11,2,岩松鼠,07:41:00
A18,45963,2025,11,2,岩松鼠,09:54:00
A18,45964,2025,11,3,岩松鼠,07:10:00
A18,45965,2025,11,4,岩松鼠,08:49:00
A18,45966,2025,11,5,鼠类,01:45:00
A18,45968,2025,11,7,岩松鼠,07:43:00
A18,45975,2025,11,14,岩松鼠,08:36:00
A18,45982,2025,11,21,岩松鼠,11:14:00
A18,45983,2025,11,22,岩松鼠,10:24:00
A18,45987,2025,11,26,岩松鼠,08:43:00
A18,45987,2025,11,26,岩松鼠,11:38:00
A18,45988,2025,11,27,岩松鼠,07:40:00
A18,45988,2025,11,27,岩松鼠,11:56:00
A18,45989,2025,11,28,豹猫,00:43:00
A22,45963,2025,11,2,赤狐,18:00:00
A22,45964,2025,11,3,家猫,23:51:00
A22,45965,2025,11,4,家猫,23:40:00
A22,45966,2025,11,5,家猫,03:28:00
A22,45971,2025,11,10,赤狐,02:12:00
A22,45972,2025,11,11,喜鹊,10:57:00
A22,45975,2025,11,14,赤狐,22:12:00
A22,45975,2025,11,14,家犬,10:32:00
A22,45975,2025,11,14,家牛,15:17:00
A22,45976,2025,11,15,家猫,04:20:00
A22,45976,2025,11,15,家猫,23:47:00
A22,45976,2025,11,15,松鸦,08:46:00
A22,45977,2025,11,16,家牛,09:37:00
A22,45977,2025,11,16,家牛,10:53:00
A22,45978,2025,11,17,赤狐,18:19:00
A22,45978,2025,11,17,家牛,10:55:00
A22,45979,2025,11,18,赤狐,19:52:00
A22,45979,2025,11,18,家牛,14:00:00
A22,45979,2025,11,18,家猫,08:39:00
A22,45980,2025,11,19,家犬,11:03:00
A22,45980,2025,11,19,家牛,11:03:00
A22,45982,2025,11,21,赤狐,08:26:00
A22,45982,2025,11,21,松鸦,08:57:00
A22,45983,2025,11,22,家牛,12:06:00
A22,45983,2025,11,22,家牛,14:07:00
A22,45984,2025,11,23,赤狐,20:57:00
A22,45985,2025,11,24,赤狐,00:57:00
A22,45985,2025,11,24,家犬,07:30:00
A22,45985,2025,11,24,赤狐,03:56:00
A22,45985,2025,11,24,赤狐,04:40:00
A22,45985,2025,11,24,赤狐,19:04:00
A22,45986,2025,11,25,赤狐,02:10:00
A22,45986,2025,11,25,赤狐,22:51:00
A22,45987,2025,11,26,赤狐,18:59:00
A22,45987,2025,11,26,赤狐,19:54:00
A22,45987,2025,11,26,赤狐,23:58:00
A22,45988,2025,11,27,赤狐,04:25:00
A22,45988,2025,11,27,家牛,12:44:00
A22,45988,2025,11,27,家猫,23:37:00
A22,45989,2025,11,28,赤狐,18:42:00
A22,45989,2025,11,28,家猫,05:06:00
A22,45989,2025,11,28,家猫,21:50:00
A22,45990,2025,11,29,家猫,00:52:00
A22,45991,2025,11,30,赤狐,18:53:00
A22,45991,2025,11,30,赤狐,19:21:00
A24,45970,2025,11,9,家犬,01:55:00
A24,45970,2025,11,9,狍子,04:22:00
A24,45972,2025,11,11,家犬,22:34:00
A24,45974,2025,11,13,家犬,00:53:00
A24,45974,2025,11,13,狍子,04:28:00
A24,45975,2025,11,14,赤狐,22:56:00
A24,45975,2025,11,14,家犬,19:44:00
A24,45975,2025,11,14,狍子,23:42:00
A24,45976,2025,11,15,家猫,16:27:00
A24,45977,2025,11,16,家犬,14:59:00
A24,45977,2025,11,16,家犬,15:35:00
A24,45980,2025,11,19,家犬,19:44:00
A24,45980,2025,11,19,家犬,21:54:00
A24,45981,2025,11,20,赤狐,05:24:00
A24,45984,2025,11,23,赤狐,06:25:00
A24,45984,2025,11,23,家牛,12:36:00
A24,45984,2025,11,23,家牛,13:46:00
A24,45985,2025,11,24,赤狐,20:58:00
A24,45985,2025,11,24,家犬,07:35:00
A24,45986,2025,11,25,家犬,14:41:00
A24,45987,2025,11,26,家牛,12:56:00
A24,45987,2025,11,26,家牛,14:56:00
A24,45988,2025,11,27,家犬,18:55:00
A24,45990,2025,11,29,家犬,14:53:00
A24,45990,2025,11,29,家牛,10:20:00
A24,45991,2025,11,30,家犬,15:10:00
A25,45975,2025,11,14,家牛,11:40:00
A25,45975,2025,11,14,家牛,12:36:00
A25,45975,2025,11,14,家牛,13:43:00
A25,45975,2025,11,14,家牛,14:30:00
A25,45975,2025,11,14,家牛,15:23:00
A25,45978,2025,11,17,赤狐,18:39:00
A25,45984,2025,11,23,家牛,11:20:00
A25,45984,2025,11,23,家牛,12:02:00
A25,45984,2025,11,23,家牛,14:23:00
A25,45984,2025,11,23,家牛,13:34:00
A25,45984,2025,11,23,家牛,12:42:00
A25,45985,2025,11,24,赤狐,19:25:00
A25,45985,2025,11,24,家牛,12:46:00
A25,45985,2025,11,24,家牛,13:53:00
A25,45985,2025,11,24,家牛,14:36:00
A25,45987,2025,11,26,家牛,13:04:00
A25,45987,2025,11,26,家牛,13:39:00
A25,45987,2025,11,26,家牛,15:06:00
A25,45987,2025,11,26,家牛,15:50:00
A25,45987,2025,11,26,家牛,14:20:00
A25,45991,2025,11,30,赤狐,01:53:00
A25,45991,2025,11,30,赤狐,05:48:00
A26,45978,2025,11,17,家牛,11:03:00
A26,45982,2025,11,21,狍子,04:03:00
A26,45984,2025,11,23,家牛,11:05:00
A26,45984,2025,11,23,家牛,11:37:00
A26,45984,2025,11,23,家牛,12:22:00
A26,45984,2025,11,23,家牛,13:36:00
A26,45984,2025,11,23,家牛,14:49:00
A26,45985,2025,11,24,豹猫,01:07:00
A26,45985,2025,11,24,赤狐,04:07:00
A26,45985,2025,11,24,家牛,12:48:00
A26,45985,2025,11,24,家牛,13:25:00
A26,45985,2025,11,24,家牛,14:53:00
A26,45985,2025,11,24,家牛,14:10:00
A26,45987,2025,11,26,家牛,13:01:00
A26,45987,2025,11,26,家牛,13:33:00
A26,45987,2025,11,26,家牛,14:16:00
A26,45987,2025,11,26,家牛,15:04:00
A26,45989,2025,11,28,赤狐,17:53:00
A31,45989,2025,11,28,家猫,03:53:00
A33,45984,2025,11,23,鼠类,05:14:00
A33,45984,2025,11,23,鼠类,23:39:00
A33,45985,2025,11,24,鼠类,05:58:00
A36,45983,2025,11,22,豹猫,17:20:00
A36,45984,2025,11,23,家牛,12:31:00
A36,45984,2025,11,23,家牛,13:38:00
A36,45985,2025,11,24,家牛,14:20:00
A36,45991,2025,11,30,鼠类,01:50:00
A36,45991,2025,11,30,鼠类,05:28:00
A39,45972,2025,11,11,豹猫,18:13:00
A39,45975,2025,11,14,家猫,10:37:00
A39,45975,2025,11,14,家猫,12:52:00
A39,45975,2025,11,14,家猫,13:36:00
A39,45976,2025,11,15,家猫,10:03:00
A39,45979,2025,11,18,家猫,08:43:00
A39,45988,2025,11,27,家猫,22:07:00
A39,45989,2025,11,28,家猫,21:52:00
A39,45989,2025,11,28,家猫,22:46:00
A40,45967,2025,11,6,家猫,13:50:00
A40,45973,2025,11,12,家猫,03:00:00
A40,45975,2025,11,14,家猫,01:29:00
A40,45975,2025,11,14,家猫,12:53:00
A40,45975,2025,11,14,家猫,21:20:00
A40,45976,2025,11,15,家猫,03:38:00
A40,45976,2025,11,15,家猫,23:36:00
A40,45976,2025,11,15,松鸦,08:19:00
A40,45977,2025,11,16,家猫,14:54:00
A40,45979,2025,11,18,家猫,08:44:00
A40,45981,2025,11,20,赤狐,05:47:00
A40,45982,2025,11,21,北领角鸮,17:45:00
A40,45985,2025,11,24,家犬,14:05:00
A40,45985,2025,11,24,家犬,15:17:00
A40,45985,2025,11,24,家犬,16:02:00
A40,45986,2025,11,25,家猫,22:34:00
A40,45987,2025,11,26,家犬,10:19:00
A40,45988,2025,11,27,家猫,22:08:00
A40,45989,2025,11,28,家猫,04:47:00
A40,45989,2025,11,28,家猫,22:27:00
A1,45995,2025,12,4,家牛,10:56:00
A1,45995,2025,12,4,狍子,04:16:00
A1,45995,2025,12,4,家牛,13:46:00
A1,45995,2025,12,4,家牛,15:09:00
A1,45995,2025,12,4,家牛,12:43:00
A1,45995,2025,12,4,家牛,11:43:00
A1,45997,2025,12,6,家牛,14:49:00
A1,45997,2025,12,6,狍子,01:41:00
A1,45998,2025,12,7,家牛,13:04:00
A1,45998,2025,12,7,家牛,14:11:00
A1,45998,2025,12,7,家牛,14:50:00
A1,45999,2025,12,8,家牛,14:21:00
A1,45999,2025,12,8,野猪,17:40:00
A1,46000,2025,12,9,赤狐,20:35:00
A1,46000,2025,12,9,家牛,10:56:00
A1,46004,2025,12,13,狍子,08:01:00
A1,46005,2025,12,14,狍子,14:38:00
A1,46008,2025,12,17,赤狐,15:18:00
A1,46011,2025,12,20,狍子,07:52:00
A1,46013,2025,12,22,家牛,13:14:00
A1,46014,2025,12,23,家牛,12:26:00
A1,46015,2025,12,24,狍子,23:16:00
A1,46017,2025,12,26,家牛,10:06:00
A1,46018,2025,12,27,狍子,07:56:00
A1,46019,2025,12,28,家犬,13:25:00
A1,46019,2025,12,28,家牛,15:18:00
A1,46020,2025,12,29,家牛,09:36:00
A1,46020,2025,12,29,喜鹊,11:31:00
A2,46003,2025,12,12,狍子,17:50:00
A2,46005,2025,12,14,狍子,02:50:00
A2,46008,2025,12,17,野猪,19:44:00
A2,46011,2025,12,20,狍子,00:39:00
A2,46015,2025,12,24,家牛,11:47:00
A2,46016,2025,12,25,狍子,19:05:00
A2A,45993,2025,12,2,雉鸡,16:18:00
A2A,45996,2025,12,5,雉鸡,16:28:00
A2A,46005,2025,12,14,狍子,01:54:00
A2A,46008,2025,12,17,野猪,18:49:00
A2A,46010,2025,12,19,狍子,23:42:00
A2A,46016,2025,12,25,狍子,18:09:00
A2A,46020,2025,12,29,赤狐,19:27:00
A2A,46020,2025,12,29,狍子,19:28:00
A2B,46003,2025,12,12,狍子,11:57:00
A3A,46006,2025,12,15,赤狐,22:49:00
A3A,46007,2025,12,16,赤狐,13:32:00
A4,46019,2025,12,28,家牛,12:52:00
A5A,46005,2025,12,14,赤狐,11:24:00
A5A,46017,2025,12,26,狍子,03:26:00
A5A,46019,2025,12,28,野猪,18:10:00
A5A,46020,2025,12,29,野猪,20:38:00
A9,45999,2025,12,8,家猫,07:24:00
A9,46000,2025,12,9,家猫,05:15:00
A9,46013,2025,12,22,赤狐,21:31:00
A10,45992,2025,12,1,家犬,17:47:00
A10,45996,2025,12,5,赤狐,19:01:00
A10,45996,2025,12,5,家牛,12:27:00
A10,45997,2025,12,6,家犬,15:09:00
A10,45998,2025,12,7,赤狐,18:47:00
A10,45998,2025,12,7,喜鹊,07:47:00
A10,45998,2025,12,7,家犬,14:32:00
A10,45998,2025,12,7,家牛,13:11:00
A10,45999,2025,12,8,家牛,11:38:00
A10,45999,2025,12,8,家牛,12:09:00
A10,46020,2025,12,29,雉鸡,11:59:00
A12,45994,2025,12,3,赤狐,05:20:00
A12,45995,2025,12,4,家牛,10:59:00
A12,45995,2025,12,4,家牛,12:46:00
A12,45995,2025,12,4,狍子,12:04:00
A12,45996,2025,12,5,雉鸡,13:36:00
A12,45998,2025,12,7,赤狐,05:34:00
A12,45998,2025,12,7,家犬,10:48:00
A12,45998,2025,12,7,家牛,14:09:00
A12,46000,2025,12,9,家牛,10:55:00
A12,46005,2025,12,14,赤狐,03:05:00
A12,46006,2025,12,15,雉鸡,12:44:00
A12,46008,2025,12,17,狍子,21:31:00
A12,46009,2025,12,18,雉鸡,14:24:00
A12,46010,2025,12,19,狍子,01:36:00
A12,46010,2025,12,19,雉鸡,11:55:00
A12,46012,2025,12,21,鼠类,00:09:00
A12,46012,2025,12,21,狍子,02:23:00
A12,46013,2025,12,22,赤狐,21:35:00
A12,46013,2025,12,22,狍子,17:39:00
A12,46013,2025,12,22,狍子,21:41:00
A12,46013,2025,12,22,鼠类,01:26:00
A12,46013,2025,12,22,家牛,13:20:00
A12,46014,2025,12,23,家牛,12:27:00
A12,46014,2025,12,23,狍子,00:41:00
A12,46014,2025,12,23,狍子,06:11:00
A12,46014,2025,12,23,狍子,06:40:00
A12,46014,2025,12,23,鼠类,05:04:00
A12,46015,2025,12,24,赤狐,18:40:00
A12,46015,2025,12,24,狍子,07:38:00
A12,46019,2025,12,28,喜鹊,10:00:00
A12,46020,2025,12,29,家牛,15:12:00
A12,46020,2025,12,29,喜鹊,10:27:00
A12,46020,2025,12,29,喜鹊,09:51:00
A12,46021,2025,12,30,喜鹊,11:17:00
A12,46021,2025,12,30,喜鹊,11:51:00
A13,46003,2025,12,12,狍子,22:28:00
A13,46004,2025,12,13,狍子,00:41:00
A13,46004,2025,12,13,狍子,18:55:00
A13,46004,2025,12,13,狍子,19:28:00
A13,46005,2025,12,14,狍子,22:49:00
A13,46009,2025,12,18,赤狐,17:44:00
A13,46009,2025,12,18,狍子,18:11:00
A13,46009,2025,12,18,狍子,07:45:00
A13,46010,2025,12,19,狍子,04:53:00
A13,46010,2025,12,19,狍子,22:15:00
A13,46011,2025,12,20,狍子,07:12:00
A13,46011,2025,12,20,狍子,07:48:00
A13,46012,2025,12,21,狍子,03:12:00
A13,46012,2025,12,21,野猪,21:28:00
A13,46012,2025,12,21,狍子,04:31:00
A13,46012,2025,12,21,狍子,07:52:00
A13,46012,2025,12,21,狍子,03:44:00
A13,46013,2025,12,22,野猪,22:11:00
A13,46014,2025,12,23,狍子,00:03:00
A13,46014,2025,12,23,狍子,05:50:00
A13,46014,2025,12,23,狍子,21:55:00
A13,46014,2025,12,23,狍子,23:45:00
A13,46016,2025,12,25,狍子,20:08:00
A13,46017,2025,12,26,狍子,02:41:00
A13,46017,2025,12,26,狍子,07:26:00
A13,46017,2025,12,26,狍子,03:44:00
A13,46018,2025,12,27,狍子,19:26:00
A13,46019,2025,12,28,家牛,15:06:00
A13,46019,2025,12,28,狍子,05:38:00
A18,45996,2025,12,5,岩松鼠,11:12:00
A18,45997,2025,12,6,红尾斑鸫,11:32:00
A18,45997,2025,12,6,岩松鼠,11:32:00
A18,45998,2025,12,7,豹,16:08:00
A18,45999,2025,12,8,岩松鼠,10:10:00
A18,45999,2025,12,8,岩松鼠,11:17:00
A18,46001,2025,12,10,岩松鼠,08:23:00
A18,46001,2025,12,10,岩松鼠,10:42:00
A18,46002,2025,12,11,雉鸡,17:23:00
A22,45992,2025,12,1,赤狐,06:37:00
A22,45992,2025,12,1,家犬,17:07:00
A22,45993,2025,12,2,赤狐,00:29:00
A22,45993,2025,12,2,赤狐,03:26:00
A22,45993,2025,12,2,赤狐,06:30:00
A22,45994,2025,12,3,赤狐,00:19:00
A22,45994,2025,12,3,家猫,06:14:00
A22,45994,2025,12,3,赤狐,06:14:00
A22,45995,2025,12,4,赤狐,19:06:00
A22,45995,2025,12,4,家猫,03:11:00
A22,45996,2025,12,5,赤狐,20:32:00
A22,45998,2025,12,7,赤狐,19:04:00
A22,45999,2025,12,8,赤狐,18:36:00
A22,46000,2025,12,9,松鸦,09:17:00
A22,46001,2025,12,10,赤狐,18:44:00
A22,46001,2025,12,10,家猫,21:11:00
A22,46001,2025,12,10,赤狐,20:30:00
A22,46002,2025,12,11,赤狐,18:53:00
A22,46002,2025,12,11,赤狐,22:23:00
A22,46004,2025,12,13,赤狐,18:10:00
A22,46005,2025,12,14,赤狐,07:14:00
A22,46006,2025,12,15,赤狐,23:06:00
A22,46007,2025,12,16,赤狐,13:32:00
A22,46007,2025,12,16,喜鹊,14:39:00
A22,46008,2025,12,17,赤狐,15:41:00
A22,46008,2025,12,17,赤狐,19:36:00
A22,46010,2025,12,19,喜鹊,12:33:00
A22,46014,2025,12,23,松鸦,10:22:00
A22,46014,2025,12,23,乌鸦,10:22:00
A22,46014,2025,12,23,松鸦,11:24:00
A22,46014,2025,12,23,喜鹊,11:34:00
A22,46020,2025,12,29,赤狐,20:19:00
A22,46021,2025,12,30,赤狐,05:35:00
A24,45992,2025,12,1,家犬,17:23:00
A24,45995,2025,12,4,家牛,11:00:00
A24,45995,2025,12,4,家牛,12:07:00
A24,45995,2025,12,4,家犬,15:15:00
A24,45995,2025,12,4,家犬,16:26:00
A24,45995,2025,12,4,家牛,12:46:00
A24,45996,2025,12,5,赤狐,20:40:00
A24,45998,2025,12,7,家犬,10:52:00
A24,45998,2025,12,7,家牛,14:13:00
A24,46000,2025,12,9,家牛,10:59:00
A24,46001,2025,12,10,赤狐,20:41:00
A24,46004,2025,12,13,家犬,15:22:00
A24,46006,2025,12,15,赤狐,15:35:00
A24,46006,2025,12,15,狍子,17:20:00
A24,46013,2025,12,22,家牛,13:22:00
A24,46013,2025,12,22,家牛,12:29:00
A24,46014,2025,12,23,狍子,06:50:00
A24,46017,2025,12,26,家牛,09:53:00
A24,46017,2025,12,26,松鸦,09:53:00
A24,46017,2025,12,26,雉鸡,09:53:00
A24,46018,2025,12,27,喜鹊,08:14:00
A24,46019,2025,12,28,松鸦,09:16:00
A24,46019,2025,12,28,喜鹊,10:00:00
A24,46019,2025,12,28,松鸦,10:14:00
A24,46020,2025,12,29,松鸦,10:45:00
A24,46020,2025,12,29,乌鸦,13:13:00
A24,46020,2025,12,29,喜鹊,10:14:00
A24,46020,2025,12,29,喜鹊,11:22:00
A24,46020,2025,12,29,喜鹊,12:37:00
A24,46020,2025,12,29,喜鹊,14:12:00
A24,46020,2025,12,29,喜鹊,13:16:00
A24,46020,2025,12,29,喜鹊,09:00:00
A24,46021,2025,12,30,松鸦,09:32:00
A24,46021,2025,12,30,喜鹊,11:02:00
A24,46021,2025,12,30,雉鸡,09:32:00
A24,46021,2025,12,30,雉鸡,11:02:00
A24,46021,2025,12,30,喜鹊,11:48:00
A24,46021,2025,12,30,乌鸦,11:07:00
A25,45992,2025,12,1,家牛,14:59:00
A25,45995,2025,12,4,家牛,12:38:00
A25,45995,2025,12,4,家牛,13:39:00
A25,45995,2025,12,4,家牛,14:43:00
A25,45995,2025,12,4,家牛,15:26:00
A25,45998,2025,12,7,家牛,12:06:00
A25,45998,2025,12,7,家牛,13:26:00
A25,45998,2025,12,7,家牛,15:08:00
A25,45999,2025,12,8,家牛,14:05:00
A25,46000,2025,12,9,家牛,11:02:00
A25,46005,2025,12,14,赤狐,22:02:00
A25,46009,2025,12,18,赤狐,05:38:00
A25,46011,2025,12,20,赤狐,05:05:00
A25,46012,2025,12,21,家牛,12:38:00
A25,46015,2025,12,24,家牛,10:44:00
A25,46019,2025,12,28,家犬,13:28:00
A25,46019,2025,12,28,家牛,15:27:00
A25,46020,2025,12,29,家牛,16:05:00
A25,46020,2025,12,29,喜鹊,13:37:00
A26,45992,2025,12,1,家犬,17:21:00
A26,45998,2025,12,7,豹,15:57:00
A26,46004,2025,12,13,狍子,18:47:00
A26,46006,2025,12,15,赤狐,15:21:00
A26,46008,2025,12,17,赤狐,15:22:00
A26,46016,2025,12,25,豹猫,11:52:00
A26,46019,2025,12,28,家犬,13:28:00
A26,46020,2025,12,29,喜鹊,13:39:00
A31,45999,2025,12,8,家牛,15:22:00
A31,46000,2025,12,9,家猫,03:55:00
A31,46000,2025,12,9,家牛,14:49:00
A31,46006,2025,12,15,家牛,13:11:00
A31,46010,2025,12,19,家牛,12:24:00
A31,46010,2025,12,19,家牛,14:37:00
A31,46010,2025,12,19,家牛,14:05:00
A31,46011,2025,12,20,赤狐,01:57:00
A31,46015,2025,12,24,赤狐,18:37:00
A31,46018,2025,12,27,家牛,13:03:00
A31,46018,2025,12,27,喜鹊,13:03:00
A33,45999,2025,12,8,家牛,15:37:00
A33,45999,2025,12,8,家牛,16:56:00
A34,45994,2025,12,3,家牛,11:25:00
A34,45996,2025,12,5,赤狐,18:35:00
A34,45997,2025,12,6,家犬,14:06:00
A34,45997,2025,12,6,家牛,13:54:00
A34,46000,2025,12,9,赤狐,23:01:00
A34,46001,2025,12,10,赤狐,01:40:00
A34,46002,2025,12,11,家猫,07:36:00
A34,46003,2025,12,12,赤狐,06:34:00
A34,46005,2025,12,14,赤狐,13:12:00
A34,46006,2025,12,15,赤狐,15:16:00
A34,46007,2025,12,16,赤狐,20:55:00
A34,46010,2025,12,19,豹猫,04:06:00
A34,46010,2025,12,19,家猫,02:25:00
A34,46010,2025,12,19,家猫,20:51:00
A34,46011,2025,12,20,豹猫,04:52:00
A34,46013,2025,12,22,赤狐,02:04:00
A34,46013,2025,12,22,家猫,06:41:00
A34,46020,2025,12,29,喜鹊,15:10:00
A34,46021,2025,12,30,喜鹊,08:05:00
A34,46021,2025,12,30,喜鹊,09:40:00
A34,46021,2025,12,30,喜鹊,13:01:00
A35,45994,2025,12,3,家牛,11:08:00
A35,45995,2025,12,4,家牛,12:36:00
A35,45996,2025,12,5,赤狐,20:33:00
A35,46001,2025,12,10,家猫,03:22:00
A35,46002,2025,12,11,家猫,08:11:00
A35,46004,2025,12,13,赤狐,02:26:00
A35,46005,2025,12,14,赤狐,11:04:00
A35,46005,2025,12,14,赤狐,13:07:00
A35,46006,2025,12,15,赤狐,15:15:00
A35,46008,2025,12,17,赤狐,15:19:00
A35,46010,2025,12,19,赤狐,20:48:00
A36,45994,2025,12,3,鼠类,02:24:00
A36,45995,2025,12,4,家牛,12:12:00
A36,45995,2025,12,4,家牛,13:15:00
A36,45998,2025,12,7,家牛,15:16:00
A37,45994,2025,12,3,赤狐,06:15:00
A37,45995,2025,12,4,家猫,02:18:00
A37,45996,2025,12,5,赤狐,20:34:00
A37,45999,2025,12,8,家猫,07:33:00
A37,46001,2025,12,10,赤狐,20:32:00
A37,46005,2025,12,14,赤狐,07:15:00
A37,46011,2025,12,20,豹猫,04:04:00
A37,46020,2025,12,29,赤狐,20:24:00
A37,46021,2025,12,30,喜鹊,13:37:00
A38,45994,2025,12,3,雉鸡,17:33:00
A38,45996,2025,12,5,雉鸡,17:24:00
A38,45998,2025,12,7,豹猫,06:06:00
A39,45992,2025,12,1,豹猫,06:38:00
A39,45992,2025,12,1,家犬,17:17:00
A39,45994,2025,12,3,豹猫,06:15:00
A39,45995,2025,12,4,家猫,02:17:00
A39,45995,2025,12,4,家猫,03:03:00
A39,45999,2025,12,8,家猫,07:25:00
A39,46001,2025,12,10,家猫,20:49:00
A39,46002,2025,12,11,家猫,17:13:00
A39,46005,2025,12,14,豹猫,08:05:00
A39,46008,2025,12,17,赤狐,15:26:00
A39,46010,2025,12,19,家猫,21:02:00
A39,46011,2025,12,20,豹猫,04:03:00
A40,45992,2025,12,1,家犬,17:19:00
A40,46002,2025,12,11,家猫,08:16:00
A40,46010,2025,12,19,豹猫,01:51:00
A40,46010,2025,12,19,家猫,20:55:00
A40,46010,2025,12,19,家猫,23:17:00
A40,46011,2025,12,20,豹猫,04:48:00
A40,46013,2025,12,22,家猫,06:15:00
A41,45997,2025,12,6,家牛,13:48:00
A41,45997,2025,12,6,家牛,15:59:00
A41,45997,2025,12,6,家牛,14:19:00
A41,45998,2025,12,7,家牛,10:28:00
A41,45998,2025,12,7,家牛,11:25:00
A41,45999,2025,12,8,家牛,14:15:00
A41,45999,2025,12,8,家牛,16:05:00
A41,45999,2025,12,8,家牛,15:17:00
A41,46019,2025,12,28,家牛,15:00:00
A42,45998,2025,12,7,家牛,11:25:00
A42,45999,2025,12,8,家牛,14:15:00
A42,45999,2025,12,8,家牛,15:17:00
A42,45999,2025,12,8,家牛,16:11:00
A43,45994,2025,12,3,家牛,11:18:00
A43,45997,2025,12,6,家牛,13:57:00
A43,46002,2025,12,11,家猫,07:38:00
A43,46006,2025,12,15,赤狐,15:15:00
A43,46010,2025,12,19,家猫,02:26:00
A43,46011,2025,12,20,赤狐,06:40:00
A43,46019,2025,12,28,喜鹊,09:23:00
A43,46020,2025,12,29,喜鹊,15:17:00
A43,46021,2025,12,30,喜鹊,09:44:00
A43,46022,2025,12,31,喜鹊,13:23:00
A44,46010,2025,12,19,豹猫,02:08:00
A44,46014,2025,12,23,赤狐,04:30:00
A44,46014,2025,12,23,赤狐,07:17:00
A44,46015,2025,12,24,家牛,12:50:00
A44,46017,2025,12,26,赤狐,22:29:00
A44,46019,2025,12,28,家牛,12:43:00
A44,46019,2025,12,28,家牛,14:52:00
A44,46020,2025,12,29,家牛,14:52:00
A45,46002,2025,12,11,豹猫,19:21:00
A45,46003,2025,12,12,赤狐,06:40:00
A45,46006,2025,12,15,赤狐,20:32:00
A45,46007,2025,12,16,赤狐,20:52:00
A41,2026-01-01,2026,1,1,赤狐,00:08:00
A41,2026-01-02,2026,1,2,家牛,15:11:00
A42,2026-01-02,2026,1,2,家牛,15:14:00
A44,2026-01-01,2026,1,1,家牛,13:31:00
A44,2026-01-02,2026,1,2,家牛,13:09:00
A1,46022,2025,12,31,赤狐,0.82075231481481481
A1,46023,2026,1,1,家牛,0.53021990740740743
A1,46023,2026,1,1,家牛,0.53331018518518514
A1,46023,2026,1,1,家牛,0.57565972222222217
A1,46023,2026,1,1,家牛,0.57629629629629631
A1,46023,2026,1,1,家牛,0.57693287037037033
A1,46023,2026,1,1,家牛,0.57754629629629628
A1,46023,2026,1,1,家牛,0.58106481481481487
A1,46023,2026,1,1,家牛,0.58172453703703708
A1,46023,2026,1,1,家牛,0.58493055555555551
A1,46023,2026,1,1,家牛,0.58673611111111112
A1,46023,2026,1,1,家牛,0.58793981481481483
A1,46023,2026,1,1,家牛,0.58909722222222227
A1,46023,2026,1,1,家牛,0.58988425925925925
A1,46023,2026,1,1,狍子,0.727025462962963
A1,46024,2026,1,2,家牛,0.55009259259259258
A1,46024,2026,1,2,家牛,0.55503472222222228
A1,46024,2026,1,2,家牛,0.55636574074074074
A1,46024,2026,1,2,家狗,0.57379629629629625
A1,46024,2026,1,2,家牛,0.63177083333333328
A1,46025,2026,1,3,家牛,0.45953703703703702
A1,46025,2026,1,3,家牛,0.46052083333333332
A1,46025,2026,1,3,家牛,0.46114583333333331
A1,46025,2026,1,3,家牛,0.46175925925925926
A1,46025,2026,1,3,家牛,0.46238425925925924
A1,46025,2026,1,3,家牛,0.46626157407407409
A1,46025,2026,1,3,家牛,0.59188657407407408
A1,46025,2026,1,3,家牛,0.59277777777777774
A1,46025,2026,1,3,家牛,0.59376157407407404
A1,46025,2026,1,3,家牛,0.59452546296296294
A1,46025,2026,1,3,家牛,0.59515046296296292
A1,46025,2026,1,3,家牛,0.59687500000000004
A1,46025,2026,1,3,家牛,0.59770833333333329
A1,46025,2026,1,3,家牛,0.59835648148148146
A1,46025,2026,1,3,家牛,0.60016203703703708
A1,46025,2026,1,3,狍子,0.92730324074074078
A1,46028,2026,1,6,狍子,9.4143518518518515E-2
A1,46028,2026,1,6,狍子,9.5335648148148142E-2
A1,46028,2026,1,6,狍子,9.9039351851851851E-2
A1,46028,2026,1,6,家牛,0.60006944444444443
A1,46028,2026,1,6,家牛,0.6013425925925926
A1,46028,2026,1,6,家牛,0.60258101851851853
A1,46028,2026,1,6,狍子,0.95353009259259258
A1,46028,2026,1,6,狍子,0.96628472222222217
A1,46029,2026,1,7,狍子,1.2500000000000001E-2
